ticker,cik,form,filingDate,accessionNumber,primaryDocument,doc_url
APUS,0001894525,SCHEDULE 13D/A,2026-01-26,0001213900-26-007438,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1894525/000121390026007438/xslSCHEDULE_13D_X01/primary_doc.xml
APUS,0001894525,PREM14C,2026-01-16,0001213900-26-005174,ea0272926-01.htm,https://www.sec.gov/Archives/edgar/data/1894525/000121390026005174/ea0272926-01.htm
APVO,0001671584,S-1,2026-01-28,0001193125-26-027200,apvo-20260128.htm,https://www.sec.gov/Archives/edgar/data/1671584/000119312526027200/apvo-20260128.htm
APVO,0001671584,DEF 14A,2026-01-26,0001193125-26-022560,apvo-20260123.htm,https://www.sec.gov/Archives/edgar/data/1671584/000119312526022560/apvo-20260123.htm
APVO,0001671584,PRE 14A,2026-01-16,0001193125-26-015339,apvo-20260116.htm,https://www.sec.gov/Archives/edgar/data/1671584/000119312526015339/apvo-20260116.htm
AQST,0001398733,S-8,2026-01-21,0001214659-26-000711,o116265s8.htm,https://www.sec.gov/Archives/edgar/data/1398733/000121465926000711/o116265s8.htm
ARMP,0000921114,SCHEDULE 13D/A,2026-01-26,0001140361-26-002376,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/921114/000114036126002376/xslSCHEDULE_13D_X01/primary_doc.xml
ARMP,0000921114,8-K,2026-01-26,0001104659-26-006446,tm263967d1_8k.htm,https://www.sec.gov/Archives/edgar/data/921114/000110465926006446/tm263967d1_8k.htm
ARTL,0001621221,8-K,2026-01-16,0001640334-26-000109,artl_8k.htm,https://www.sec.gov/Archives/edgar/data/1621221/000164033426000109/artl_8k.htm
ARWR,0000879407,ARS,2026-01-27,0000879407-26-000029,arwrarsproxy2026fy2025jan2.pdf,https://www.sec.gov/Archives/edgar/data/879407/000087940726000029/arwrarsproxy2026fy2025jan2.pdf
ARWR,0000879407,DEFA14A,2026-01-27,0000879407-26-000020,noiticeandfilingtext.htm,https://www.sec.gov/Archives/edgar/data/879407/000087940726000020/noiticeandfilingtext.htm
ARWR,0000879407,DEF 14A,2026-01-27,0000879407-26-000019,arwr-20260126.htm,https://www.sec.gov/Archives/edgar/data/879407/000087940726000019/arwr-20260126.htm
ARWR,0000879407,SCHEDULE 13G/A,2026-01-21,0002012383-26-000644,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/879407/000201238326000644/xslSCHEDULE_13G_X01/primary_doc.xml
ATOS,0001488039,8-K,2026-01-26,0001193125-26-021727,atos-20260120.htm,https://www.sec.gov/Archives/edgar/data/1488039/000119312526021727/atos-20260120.htm
ATOS,0001488039,4,2026-01-22,0001193125-26-019273,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1488039/000119312526019273/xslF345X05/ownership.xml
ATXS,0001454789,SCHEDULE 13D/A,2026-01-28,0001104659-26-007234,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/000110465926007234/xslSCHEDULE_13D_X01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000311,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000311/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000310,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000310/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000308,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000308/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000307,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000307/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000306,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000306/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,EFFECT,2026-01-27,9999999995-26-000305,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/999999999526000305/xslEFFECTX01/primary_doc.xml
ATXS,0001454789,25-NSE/A,2026-01-26,0001354457-26-000086,xslF25X02/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/000135445726000086/xslF25X02/primary_doc.xml
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002233,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002233/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002232,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002232/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002231,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002231/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002230,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002230/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002229,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002229/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002228,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002228/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002227,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002227/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002226,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002226/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002225,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002225/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002224,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002224/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002223,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002223/ef20063734_s8pos.htm
ATXS,0001454789,S-8 POS,2026-01-23,0001140361-26-002222,ef20063734_s8pos.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002222/ef20063734_s8pos.htm
ATXS,0001454789,4,2026-01-23,0000905148-26-000324,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000324/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000323,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000323/xslF345X05/form4.xml
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002208,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002208/ef20063733_posam.htm
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002207,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002207/ef20063733_posam.htm
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002206,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002206/ef20063733_posam.htm
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002205,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002205/ef20063733_posam.htm
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002204,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002204/ef20063733_posam.htm
ATXS,0001454789,POS AM,2026-01-23,0001140361-26-002203,ef20063733_posam.htm,https://www.sec.gov/Archives/edgar/data/1454789/000114036126002203/ef20063733_posam.htm
ATXS,0001454789,4,2026-01-23,0000905148-26-000322,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000322/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000321,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000321/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000320,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000320/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000319,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000319/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000318,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000318/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000317,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000317/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000316,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000316/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000315,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000315/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000314,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000314/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000313,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000313/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000312,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000312/xslF345X05/form4.xml
ATXS,0001454789,4,2026-01-23,0000905148-26-000311,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1454789/000090514826000311/xslF345X05/form4.xml
ATXS,0001454789,8-K,2026-01-23,0001104659-26-006228,tm263900d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1454789/000110465926006228/tm263900d1_8k.htm
ATXS,0001454789,25-NSE,2026-01-23,0001354457-26-000075,xslF25X02/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1454789/000135445726000075/xslF25X02/primary_doc.xml
ATXS,0001454789,8-K,2026-01-21,0001104659-26-005368,tm263644d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1454789/000110465926005368/tm263644d1_8k.htm
AURA,0001501796,144,2026-01-20,0001193125-26-016944,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1501796/000119312526016944/xsl144X01/primary_doc.xml
AURA,0001501796,144,2026-01-20,0001193125-26-016941,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1501796/000119312526016941/xsl144X01/primary_doc.xml
AURA,0001501796,4,2026-01-20,0001193125-26-016939,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1501796/000119312526016939/xslF345X05/ownership.xml
AURA,0001501796,4,2026-01-20,0001193125-26-016938,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1501796/000119312526016938/xslF345X05/ownership.xml
AVBP,0001868279,SCHEDULE 13G,2026-01-21,0002012383-26-000643,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1868279/000201238326000643/xslSCHEDULE_13G_X01/primary_doc.xml
AVDL,0001012477,8-K,2026-01-20,0001104659-26-004698,tm263598d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1012477/000110465926004698/tm263598d1_8k.htm
AVTX,0001534120,SCHEDULE 13G/A,2026-01-29,0001315863-26-000095,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1534120/000131586326000095/xslSCHEDULE_13G_X01/primary_doc.xml
AVTX,0001534120,EFFECT,2026-01-20,9999999995-26-000222,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1534120/999999999526000222/xslEFFECTX01/primary_doc.xml
AXSM,0001579428,4,2026-01-23,0001193125-26-021378,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1579428/000119312526021378/xslF345X05/ownership.xml
AXSM,0001579428,4,2026-01-23,0001193125-26-021377,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1579428/000119312526021377/xslF345X05/ownership.xml
AXSM,0001579428,144,2026-01-22,0001921094-26-000055,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1579428/000192109426000055/xsl144X01/primary_doc.xml
AXSM,0001579428,144,2026-01-21,0001921094-26-000051,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1579428/000192109426000051/xsl144X01/primary_doc.xml
AYTU,0001385818,8-K,2026-01-20,0001437749-26-001543,aytu20260118_8k.htm,https://www.sec.gov/Archives/edgar/data/1385818/000143774926001543/aytu20260118_8k.htm
BBIO,0001743881,8-K,2026-01-21,0001140361-26-001843,ef20063486_8k.htm,https://www.sec.gov/Archives/edgar/data/1743881/000114036126001843/ef20063486_8k.htm
BBLG,0001419554,4,2026-01-21,0001493152-26-003103,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1419554/000149315226003103/xslF345X05/ownership.xml
BBLG,0001419554,4,2026-01-21,0001493152-26-003102,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1419554/000149315226003102/xslF345X05/ownership.xml
BCAB,0001826892,S-3,2026-01-16,0001193125-26-015344,d31173ds3.htm,https://www.sec.gov/Archives/edgar/data/1826892/000119312526015344/d31173ds3.htm
BCAX,0002023658,4,2026-01-26,0001628280-26-003419,xslF345X05/wk-form4_1769463288.xml,https://www.sec.gov/Archives/edgar/data/2023658/000162828026003419/xslF345X05/wk-form4_1769463288.xml
BCAX,0002023658,4,2026-01-26,0001628280-26-003418,xslF345X05/wk-form4_1769463219.xml,https://www.sec.gov/Archives/edgar/data/2023658/000162828026003418/xslF345X05/wk-form4_1769463219.xml
BCAX,0002023658,144,2026-01-22,0001969223-26-000059,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/2023658/000196922326000059/xsl144X01/primary_doc.xml
BCAX,0002023658,144,2026-01-22,0001969223-26-000056,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/2023658/000196922326000056/xsl144X01/primary_doc.xml
BCAX,0002023658,4,2026-01-20,0001628280-26-002656,xslF345X05/wk-form4_1768945958.xml,https://www.sec.gov/Archives/edgar/data/2023658/000162828026002656/xslF345X05/wk-form4_1768945958.xml
BCDA,0000925741,4,2026-01-21,0001437749-26-001643,xslF345X05/rdgdoc.xml,https://www.sec.gov/Archives/edgar/data/925741/000143774926001643/xslF345X05/rdgdoc.xml
BCRX,0000882796,4,2026-01-27,0000882796-26-000003,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/882796/000088279626000003/xslF345X05/form4.xml
BCRX,0000882796,3,2026-01-27,0001171843-26-000446,xslF345X02/ownership.xml,https://www.sec.gov/Archives/edgar/data/882796/000117184326000446/xslF345X02/ownership.xml
BCRX,0000882796,8-K/A,2026-01-23,0001171843-26-000405,f8ka_012226.htm,https://www.sec.gov/Archives/edgar/data/882796/000117184326000405/f8ka_012226.htm
BCRX,0000882796,8-K,2026-01-23,0001140361-26-002200,ef20063492_8k.htm,https://www.sec.gov/Archives/edgar/data/882796/000114036126002200/ef20063492_8k.htm
BCTX,0001610820,SCHEDULE 13G,2026-01-23,0001104659-26-006332,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1610820/000110465926006332/xslSCHEDULE_13G_X01/primary_doc.xml
BDSX,0001439725,SCHEDULE 13D/A,2026-01-27,0000905148-26-000363,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000363/xslSCHEDULE_13D_X01/primary_doc.xml
BDSX,0001439725,4,2026-01-27,0000905148-26-000362,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000362/xslF345X05/form4.xml
BDSX,0001439725,SCHEDULE 13G,2026-01-26,0000898432-26-000061,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1439725/000089843226000061/xslSCHEDULE_13G_X01/primary_doc.xml
BDSX,0001439725,4,2026-01-26,0000905148-26-000331,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000331/xslF345X05/form4.xml
BDSX,0001439725,SCHEDULE 13G/A,2026-01-23,0000898432-26-000056,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1439725/000089843226000056/xslSCHEDULE_13G_X01/primary_doc.xml
BDSX,0001439725,4,2026-01-20,0000905148-26-000253,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000253/xslF345X05/form4.xml
BDSX,0001439725,4,2026-01-20,0000905148-26-000252,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000252/xslF345X05/form4.xml
BDSX,0001439725,4,2026-01-20,0000905148-26-000251,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000251/xslF345X05/form4.xml
BDSX,0001439725,4,2026-01-20,0000905148-26-000250,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000250/xslF345X05/form4.xml
BDSX,0001439725,4,2026-01-20,0000905148-26-000249,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1439725/000090514826000249/xslF345X05/form4.xml
BDTX,0001701541,4,2026-01-23,0001895913-26-000002,xslF345X05/form4-01232026_040111.xml,https://www.sec.gov/Archives/edgar/data/1701541/000189591326000002/xslF345X05/form4-01232026_040111.xml
BDTX,0001701541,4,2026-01-23,0001880385-26-000002,xslF345X05/form4-01232026_040106.xml,https://www.sec.gov/Archives/edgar/data/1701541/000188038526000002/xslF345X05/form4-01232026_040106.xml
BDTX,0001701541,4,2026-01-23,0001686295-26-000002,xslF345X05/form4-01232026_040104.xml,https://www.sec.gov/Archives/edgar/data/1701541/000168629526000002/xslF345X05/form4-01232026_040104.xml
BDTX,0001701541,4,2026-01-23,0001706847-26-000002,xslF345X05/form4-01232026_040101.xml,https://www.sec.gov/Archives/edgar/data/1701541/000170684726000002/xslF345X05/form4-01232026_040101.xml
BDTX,0001701541,4,2026-01-23,0001637054-26-000002,xslF345X05/form4-01232026_040109.xml,https://www.sec.gov/Archives/edgar/data/1701541/000163705426000002/xslF345X05/form4-01232026_040109.xml
BEAM,0001745999,144,2026-01-29,0001950047-26-000741,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1745999/000195004726000741/xsl144X01/primary_doc.xml
BEAM,0001745999,4,2026-01-26,0001193125-26-022563,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1745999/000119312526022563/xslF345X05/ownership.xml
BEAM,0001745999,4,2026-01-26,0001193125-26-022557,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1745999/000119312526022557/xslF345X05/ownership.xml
BEAM,0001745999,144,2026-01-22,0001950047-26-000626,xsl144X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1745999/000195004726000626/xsl144X01/primary_doc.xml
BEAM,0001745999,4,2026-01-21,0001193125-26-017942,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1745999/000119312526017942/xslF345X05/ownership.xml
BEAM,0001745999,4,2026-01-20,0001193125-26-016552,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1745999/000119312526016552/xslF345X05/ownership.xml
BFRI,0001858685,SCHEDULE 13G/A,2026-01-28,0001493152-26-003976,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1858685/000149315226003976/xslSCHEDULE_13G_X01/primary_doc.xml
BIOA,0001709941,8-K,2026-01-22,0001193125-26-019536,bioa-20260121.htm,https://www.sec.gov/Archives/edgar/data/1709941/000119312526019536/bioa-20260121.htm
BIOA,0001709941,424B5,2026-01-22,0001193125-26-019530,d88736d424b5.htm,https://www.sec.gov/Archives/edgar/data/1709941/000119312526019530/d88736d424b5.htm
BIOA,0001709941,4,2026-01-21,0001120478-26-000005,xslF345X05/form4-01212026_090153.xml,https://www.sec.gov/Archives/edgar/data/1709941/000112047826000005/xslF345X05/form4-01212026_090153.xml
BIOA,0001709941,424B5,2026-01-20,0001193125-26-016537,d88736d424b5.htm,https://www.sec.gov/Archives/edgar/data/1709941/000119312526016537/d88736d424b5.htm
BIOA,0001709941,8-K,2026-01-20,0001193125-26-016046,bioa-20260120.htm,https://www.sec.gov/Archives/edgar/data/1709941/000119312526016046/bioa-20260120.htm
BIOX,0001769484,SCHEDULE 13G/A,2026-01-21,0001803158-26-000002,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1769484/000180315826000002/xslSCHEDULE_13G_X01/primary_doc.xml
BIOX,0001769484,SCHEDULE 13D/A,2026-01-21,0001493152-26-003147,xslSCHEDULE_13D_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1769484/000149315226003147/xslSCHEDULE_13D_X01/primary_doc.xml
BIOX,0001769484,6-K,2026-01-20,0001104659-26-005025,tm263666d1_6k.htm,https://www.sec.gov/Archives/edgar/data/1769484/000110465926005025/tm263666d1_6k.htm
BMRA,0000073290,4,2026-01-28,0001493152-26-004083,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/73290/000149315226004083/xslF345X05/ownership.xml
BMRN,0001048477,8-K,2026-01-29,0001193125-26-029401,d170996d8k.htm,https://www.sec.gov/Archives/edgar/data/1048477/000119312526029401/d170996d8k.htm
BMRN,0001048477,8-K,2026-01-26,0001193125-26-021718,d100834d8k.htm,https://www.sec.gov/Archives/edgar/data/1048477/000119312526021718/d100834d8k.htm
BMRN,0001048477,4,2026-01-22,0001628280-26-003139,xslF345X05/wk-form4_1769123524.xml,https://www.sec.gov/Archives/edgar/data/1048477/000162828026003139/xslF345X05/wk-form4_1769123524.xml
BMRN,0001048477,3,2026-01-22,0001628280-26-003137,xslF345X02/wk-form3_1769123367.xml,https://www.sec.gov/Archives/edgar/data/1048477/000162828026003137/xslF345X02/wk-form3_1769123367.xml
BMRN,0001048477,SCHEDULE 13G/A,2026-01-21,0002012383-26-000650,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1048477/000201238326000650/xslSCHEDULE_13G_X01/primary_doc.xml
BNTC,0001808898,SCHEDULE 13G/A,2026-01-29,0000038777-26-000024,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1808898/000003877726000024/xslSCHEDULE_13G_X01/primary_doc.xml
BNTC,0001808898,4,2026-01-26,0001012975-26-000082,xslF345X05/form4.xml,https://www.sec.gov/Archives/edgar/data/1808898/000101297526000082/xslF345X05/form4.xml
BOLD,0001782303,4,2026-01-26,0001193125-26-021658,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1782303/000119312526021658/xslF345X05/ownership.xml
BOLD,0001782303,4,2026-01-26,0001193125-26-021657,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1782303/000119312526021657/xslF345X05/ownership.xml
BOLD,0001782303,4,2026-01-26,0001193125-26-021656,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1782303/000119312526021656/xslF345X05/ownership.xml
BOLD,0001782303,4,2026-01-26,0001193125-26-021655,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1782303/000119312526021655/xslF345X05/ownership.xml
BOLD,0001782303,4,2026-01-26,0001193125-26-021654,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1782303/000119312526021654/xslF345X05/ownership.xml
BTAI,0001720893,8-K,2026-01-20,0001104659-26-004787,tm263511d1_8k.htm,https://www.sec.gov/Archives/edgar/data/1720893/000110465926004787/tm263511d1_8k.htm
BTMD,0001819253,8-K,2026-01-26,0001193125-26-022818,d39808d8k.htm,https://www.sec.gov/Archives/edgar/data/1819253/000119312526022818/d39808d8k.htm
BYAH,0001986247,6-K,2026-01-28,0001213900-26-008823,ea0274386-6k_parkha.htm,https://www.sec.gov/Archives/edgar/data/1986247/000121390026008823/ea0274386-6k_parkha.htm
BYAH,0001986247,424B4,2026-01-28,0001213900-26-008571,ea0256184-05.htm,https://www.sec.gov/Archives/edgar/data/1986247/000121390026008571/ea0256184-05.htm
BYAH,0001986247,EFFECT,2026-01-26,9999999995-26-000295,xslEFFECTX01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1986247/999999999526000295/xslEFFECTX01/primary_doc.xml
BYAH,0001986247,F-1/A,2026-01-23,0001213900-26-006892,ea0256184-06.htm,https://www.sec.gov/Archives/edgar/data/1986247/000121390026006892/ea0256184-06.htm
CABA,0001759138,4,2026-01-21,0001193125-26-018327,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018327/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018325,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018325/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018324,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018324/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018323,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018323/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018319,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018319/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018318,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018318/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018317,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018317/xslF345X05/ownership.xml
CABA,0001759138,4,2026-01-21,0001193125-26-018316,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1759138/000119312526018316/xslF345X05/ownership.xml
CADL,0001841387,4,2026-01-28,0001193125-26-027412,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1841387/000119312526027412/xslF345X05/ownership.xml
CADL,0001841387,4,2026-01-28,0001193125-26-027409,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1841387/000119312526027409/xslF345X05/ownership.xml
CADL,0001841387,4,2026-01-28,0001193125-26-027406,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1841387/000119312526027406/xslF345X05/ownership.xml
CADL,0001841387,4,2026-01-28,0001193125-26-027396,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1841387/000119312526027396/xslF345X05/ownership.xml
CADL,0001841387,4,2026-01-28,0001193125-26-027392,xslF345X05/ownership.xml,https://www.sec.gov/Archives/edgar/data/1841387/000119312526027392/xslF345X05/ownership.xml
CADL,0001841387,SCHEDULE 13G,2026-01-21,0002012383-26-000746,xslSCHEDULE_13G_X01/primary_doc.xml,https://www.sec.gov/Archives/edgar/data/1841387/000201238326000746/xslSCHEDULE_13G_X01/primary_doc.xml
